24,2,0.318115,0.0151831,0.004241
24,2,0.253179,0.000171345,0.004291
24,2,0.255613,0.00144841,0.004598
24,4,0.240248,0.00639481,0.004499
24,4,0.338518,0.00786816,0.004555
24,4,0.258153,0.00170134,0.004507
24,8,0.333603,0.00495435,0.004525
24,8,0.295106,0.00615715,0.004184
24,8,0.316365,0.00534058,0.00455
24,16,0.284402,0.0080124,0.004611
24,16,0.309628,0.00819161,0.004467
24,16,0.319489,0.00204411,0.004346
24,32,0.288002,0.00829009,0.004456
24,32,0.291908,0.00495522,0.00455
24,32,0.299956,0.0031045,0.004602
24,64,0.311706,0.00575211,0.004604
24,64,0.297025,0.00473505,0.004627
24,64,0.291932,0.00382408,0.004503
24,128,0.298385,0.0046473,0.004556
24,128,0.309295,0.0048012,0.004618
24,128,0.296558,0.00515192,0.004604
24,256,0.302466,0.00448699,0.003049
24,256,0.29543,0.00464577,0.006326
24,256,0.302667,0.00461581,0.004579
24,512,0.302006,0.00431402,0.004832
24,512,0.297461,0.00491597,0.005165
24,512,0.296085,0.00503164,0.00465
24,1024,0.300902,0.00414992,0.005162
24,1024,0.296087,0.0046552,0.004997
24,1024,0.300785,0.00492899,0.005007
24,2048,0.297532,0.00455509,0.005537
24,2048,0.298128,0.00482624,0.005469
24,2048,0.299378,0.00502401,0.005494
24,4096,0.300313,0.00470267,0.006582
24,4096,0.30082,0.00494412,0.006569
24,4096,0.298845,0.004943,0.006469
24,8192,0.298853,0.00475003,0.008472
24,8192,0.29959,0.00477717,0.008346
24,8192,0.300428,0.00470237,0.008463
24,16384,0.299975,0.00477005,0.012132
24,16384,0.301075,0.00485779,0.011904
24,16384,0.299145,0.00475635,0.011917
24,32768,0.299904,0.00479088,0.019319
24,32768,0.299655,0.00481108,0.019084
24,32768,0.299408,0.00475732,0.018771
24,65536,0.300011,0.00467814,0.033677
24,65536,0.299775,0.00477577,0.032637
24,65536,0.299928,0.00471553,0.029302
24,131072,0.299699,0.00473819,0.045867
24,131072,0.299823,0.0047562,0.041814
24,131072,0.299985,0.00472933,0.04465
24,262144,0.299662,0.0047165,0.120198
24,262144,0.300149,0.00474938,0.064748
24,262144,0.300164,0.00476593,0.078507
24,524288,0.299976,0.00473522,0.203774
24,524288,0.300012,0.00474938,0.202846
24,524288,0.299846,0.00474387,0.199834
24,1048576,0.299962,0.00473817,0.250821
24,1048576,0.299947,0.00473341,0.262518
24,1048576,0.300073,0.00474823,0.261769
24,2097152,0.29998,0.00474073,0.51235
24,2097152,0.300095,0.00474681,0.515474
24,2097152,0.300048,0.00473672,0.505294
24,4194304,0.300069,0.00474007,1.0078
24,4194304,0.29999,0.00474492,1.00763
24,4194304,0.299994,0.00474813,1.0062
24,8388608,0.300003,0.00474282,1.99559
24,8388608,0.299988,0.00474627,1.99643
24,8388608,0.29997,0.00474508,1.99445
24,16777216,0.299987,0.00474525,3.98379
24,16777216,0.300013,0.00474399,3.99016
24,16777216,0.299995,0.00474371,3.97743
24,33554432,0.299996,0.00474381,7.94571
24,33554432,0.300013,0.00474127,7.96647
24,33554432,0.299994,0.00474169,7.96337
24,67108864,0.300014,0.00474358,15.8915
24,67108864,0.299994,0.00474374,15.8927
24,67108864,0.299992,0.00474325,15.9983
24,134217728,0.299997,0.0047436,32.5618
24,134217728,0.300005,0.00474218,35.5306
24,134217728,0.300009,0.00474323,33.7156
24,268435456,0.300004,0.00474303,64.5674
24,268435456,0.300003,0.00474353,63.8638
24,268435456,0.299995,0.00474393,64.0396
24,536870912,0.300002,0.00474353,128.113
24,536870912,0.300004,0.00474338,127.005
24,536870912,0.3,0.00474277,127.359
24,1073741824,0.300001,0.00474339,253.982
24,1073741824,0.300004,0.00474314,254.302
24,1073741824,0.300003,0.00474325,254.132
